{'username': 'YuliaSaiz', 'id': 504590919, 'access_hash': 2425042639793980206, 'name': 'Yulia Saiz', 'user_phone': '', 'online_at': '2022-06-11 13:26:07+00:00', 'photos_id': 2167201495419824054, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'nadi_happiness', 'id': 696385814, 'access_hash': -2345449936303448755, 'name': 'Надежда Лукьянова', 'user_phone': '', 'online_at': '2022-06-11 14:35:37+00:00', 'photos_id': 2990954296984577963, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Olga_Naumovich', 'id': 741273927, 'access_hash': -1757890701192994802, 'name': 'Olha N', 'user_phone': '', 'online_at': '2022-06-11 13:23:52+00:00', 'photos_id': 3183747274298730409, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'SofiaAristarxova', 'id': 755236037, 'access_hash': 19074453882958488, 'name': 'Sofia Aristarxova', 'user_phone': '', 'online_at': '2022-06-11 13:56:24+00:00', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Nataly_SNV', 'id': 790717433, 'access_hash': -7239029733353198082, 'name': 'Nataly Savina', 'user_phone': '', 'online_at': '2022-06-11 12:45:34+00:00', 'photos_id': 3396105515568310185, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Elena_Balk13', 'id': 792433626, 'access_hash': -8555429328264081379, 'name': 'Елена Бальк Лайф-коуч', 'user_phone': '', 'online_at': '2022-06-11 14:23:27+00:00', 'photos_id': 3403476508376934320, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'ElenaPremudraya2020', 'id': 941628493, 'access_hash': -6129393841640552784, 'name': 'Елена', 'user_phone': '', 'online_at': '2022-06-11 14:58:53+00:00', 'photos_id': 4044263582873003946, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Innabrobot', 'id': 949923751, 'access_hash': -4753932322906110264, 'name': 'Инна Дробот', 'user_phone': '', 'online_at': '2022-06-11 08:15:54+00:00', 'photos_id': 4079891444694886315, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'elizaveta_putrina', 'id': 981312206, 'access_hash': 7687165214469357652, 'name': 'Елизавета', 'user_phone': '', 'online_at': '2022-06-11 14:14:51+00:00', 'photos_id': 4214703832391854001, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'olga_moskow', 'id': 1184178914, 'access_hash': -3385020950080494637, 'name': 'Olga психолог', 'user_phone': '', 'online_at': '2022-06-11 14:04:47+00:00', 'photos_id': 5206449559570591293, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'arturasdidika', 'id': 1291126236, 'access_hash': -356335320831934602, 'name': 'Arturas Didika', 'user_phone': '', 'online_at': '2022-06-10 07:41:34+00:00', 'photos_id': 5791942503543452849, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Dantung', 'id': 1296732257, 'access_hash': 23388883639088261, 'name': 'Eugénie Dantung', 'user_phone': '', 'online_at': '2022-06-11 14:38:59+00:00', 'photos_id': 5962864652687881285, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'tatimelnikova', 'id': 168261509, 'access_hash': -2884599003531759882, 'name': 'Tatiana Melnikova', 'user_phone': '', 'online_at': '2022-06-11 13:35:04+00:00', 'photos_id': 722677678786848686, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'anna_rudnitskaya', 'id': 193592188, 'access_hash': 4810791012924257644, 'name': 'Anna Rudnitskaya', 'user_phone': '', 'online_at': '2022-06-11 11:36:26+00:00', 'photos_id': 831472116677322672, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Marina_S', 'id': 210756767, 'access_hash': 1049018057094126183, 'name': 'Марина Синельникова', 'user_phone': '', 'online_at': '2022-06-11 14:03:28+00:00', 'photos_id': 905193422131931050, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'irinapopova_coach', 'id': 286338428, 'access_hash': 6989641683473498288, 'name': 'Irina Popova', 'user_phone': '', 'online_at': '2022-06-10 15:45:20+00:00', 'photos_id': 1229814184304289718, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'anya_jun', 'id': 328893946, 'access_hash': -8482492368022619764, 'name': 'Anya Popova', 'user_phone': '', 'online_at': '2022-06-11 14:52:32+00:00', 'photos_id': 1412588742378629033, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'viktor_coaching', 'id': 333706160, 'access_hash': 4092434015115321741, 'name': 'Виктор Казаринов', 'user_phone': '', 'online_at': '2022-06-11 14:21:51+00:00', 'photos_id': 1433257044129982379, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'nina_nnnnn', 'id': 341627411, 'access_hash': 4790202050972239942, 'name': 'Nina', 'user_phone': '', 'online_at': '2022-06-11 14:51:33+00:00', 'photos_id': 1467278558118389676, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Sincere_k', 'id': 376005527, 'access_hash': 8145076326032095993, 'name': 'Tatiana Sincere', 'user_phone': '', 'online_at': '2022-06-11 14:03:21+00:00', 'photos_id': 1614931442036484023, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'SilvElenka', 'id': 442614599, 'access_hash': -7413354145965245892, 'name': 'Elena', 'user_phone': '', 'online_at': '2022-06-11 14:42:30+00:00', 'photos_id': 1901015227893393330, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Kami_llita', 'id': 443577923, 'access_hash': 5822259647120940033, 'name': 'Камилла Димеева', 'user_phone': '', 'online_at': '2022-06-11 04:49:47+00:00', 'photos_id': 1905152672968845229, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Nadyagunday', 'id': 459822234, 'access_hash': -5634578610973587067, 'name': 'Nadia Günday', 'user_phone': '', 'online_at': '2022-06-11 04:29:01+00:00', 'photos_id': 1974921457459898284, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Sakharovalena', 'id': 482202947, 'access_hash': 2095643094763721940, 'name': 'Елена Сахарова', 'user_phone': '', 'online_at': '2022-06-09 19:37:38+00:00', 'photos_id': 2071045887856060331, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Olga_Levenberg', 'id': 501752446, 'access_hash': 2858600162532784146, 'name': 'Ольга', 'user_phone': '', 'online_at': '2022-06-11 14:02:33+00:00', 'photos_id': 2155010346714245034, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'lenasumskaya', 'id': 1312974115, 'access_hash': -5771415372579263077, 'name': 'Елена Сумская', 'user_phone': '', 'online_at': '2022-06-11 12:06:58+00:00', 'photos_id': 5377485564003070853, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Taisia_Pavluk', 'id': 1200731058, 'access_hash': -6155568539323388374, 'name': 'Taisia', 'user_phone': '', 'online_at': '2022-06-10 16:51:12+00:00', 'photos_id': 5308054733308670558, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Evgeniia_i', 'id': 1284451248, 'access_hash': -2337692995214481374, 'name': 'Евгения Барышева', 'user_phone': '', 'online_at': '2022-06-11 14:54:38+00:00', 'photos_id': 5321035206808942567, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'arlie', 'id': 432613508, 'access_hash': 6904101796149397983, 'name': 'blake', 'user_phone': '', 'online_at': '', 'photos_id': 1858060869124073393, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'aigulbad1987', 'id': 1279208980, 'access_hash': -5105179142863226746, 'name': 'айгуль бадрутдинова', 'user_phone': '', 'online_at': '2022-06-11 14:25:50+00:00', 'photos_id': 5469758237663409471, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'qworto', 'id': 5193473725, 'access_hash': 867491312355788854, 'name': '💌', 'user_phone': '', 'online_at': '', 'photos_id': 5251240841492675134, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Tatiana328989', 'id': 1843930414, 'access_hash': -7721827217045991145, 'name': 'Татьяна Колесова', 'user_phone': '', 'online_at': '2022-06-11 14:24:48+00:00', 'photos_id': 5283158208053097908, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'maserto4ka', 'id': 872531400, 'access_hash': 5146325016076270407, 'name': 'Майя Винель', 'user_phone': '', 'online_at': '2022-06-11 14:41:27+00:00', 'photos_id': 3747493828189333420, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'wwkds', 'id': 5425613428, 'access_hash': -2651491764668101018, 'name': 'ᅠ', 'user_phone': '', 'online_at': '', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'rei_06', 'id': 1207567329, 'access_hash': -7378564362243620727, 'name': 'стереотипный intj', 'user_phone': '', 'online_at': '2022-06-11 14:39:11+00:00', 'photos_id': 5258274456030263893, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'maadonna', 'id': 430113590, 'access_hash': -43689451431633450, 'name': 'Donna 🇦🇲', 'user_phone': '', 'online_at': '', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'PornoHab0001', 'id': 5242617818, 'access_hash': 7755197470250604829, 'name': 'Аня Михайлова', 'user_phone': '', 'online_at': '2022-06-11 10:49:02+00:00', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'olga_leivi', 'id': 1063201121, 'access_hash': -6920339382292921974, 'name': 'Olga', 'user_phone': '', 'online_at': '', 'photos_id': 4566414044221777841, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'NSIB_Yana_Grafchikova', 'id': 1043245944, 'access_hash': 4138801753792650126, 'name': 'Yana', 'user_phone': '', 'online_at': '2022-06-11 14:23:28+00:00', 'photos_id': 4480707211620886456, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Mikhalytch85', 'id': 160311059, 'access_hash': -6601544178720312635, 'name': 'Mikhail Lim (Mikhalytch)', 'user_phone': '', 'online_at': '2022-06-11 10:01:30+00:00', 'photos_id': 688530756048366010, 'target_groups': 'https://t.me/psyhelp_on'}   User не является взаимным контактом.
{'username': 'OlgaLavrushko', 'id': 447784838, 'access_hash': 1899865104266997377, 'name': 'Olga Lavrushko', 'user_phone': '', 'online_at': '2022-06-11 14:57:18+00:00', 'photos_id': 1923221235310897068, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'irinasorokinaV', 'id': 185146105, 'access_hash': -5858784993427876889, 'name': 'Сорокина Ирина', 'user_phone': '', 'online_at': '2022-06-10 21:36:48+00:00', 'photos_id': 795196466413021154, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'darya_tonshina', 'id': 233698498, 'access_hash': 6051922890339153658, 'name': 'Дарья Тоньшина', 'user_phone': '', 'online_at': '2022-06-11 13:36:19+00:00', 'photos_id': 1003727406490560426, 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'fg_viktoria', 'id': 488693678, 'access_hash': -7068889145494941255, 'name': 'Viktoria', 'user_phone': '', 'online_at': '2022-06-11 14:29:03+00:00', 'photos_id': 2098923365228193718, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'null01001', 'id': 93464568, 'access_hash': -4468789550251375473, 'name': 'юлианна йош', 'user_phone': '', 'online_at': '', 'photos_id': 401427263351007278, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'provokat_tat', 'id': 967929610, 'access_hash': -156478667531260454, 'name': 'Провокативный психолог/писатель/поэт/ Татьяна Абрамова', 'user_phone': '79645716468', 'online_at': '', 'photos_id': 4157226020236273598, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'anyweqr', 'id': 1128533204, 'access_hash': 9076544695071904282, 'name': '𝐴𝑛𝑦𝑎', 'user_phone': '', 'online_at': '', 'photos_id': 5262846899688422273, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'kreatorisbook_2_0', 'id': 1081598550, 'access_hash': 4884069505802025811, 'name': 'Kreatoriel', 'user_phone': '', 'online_at': '2022-06-11 14:11:36+00:00', 'photos_id': 5345895289267006443, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'nyha85', 'id': 1228944575, 'access_hash': -151169741673100188, 'name': 'Татьяна Зинченко', 'user_phone': '', 'online_at': '2022-06-11 14:38:16+00:00', 'photos_id': 5373215417323075127, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'leks_gora', 'id': 994923751, 'access_hash': 1557381671856576674, 'name': 'Алексей Гордеев', 'user_phone': '79828064704', 'online_at': '', 'photos_id': 4273164973014886820, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'shtu4ka777', 'id': 187164100, 'access_hash': -4672640414709531651, 'name': 'Натали Капанская', 'user_phone': '', 'online_at': '2022-06-11 14:31:16+00:00', 'photos_id': 803863688941512900, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'skachkova_coach', 'id': 798265537, 'access_hash': 4666003194709707907, 'name': 'Елена Скачкова', 'user_phone': '', 'online_at': '2022-06-11 11:53:02+00:00', 'photos_id': 3428524375395116976, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'CoachAnnaLi', 'id': 824590209, 'access_hash': -8220463466797762084, 'name': 'Анна Литвиненко', 'user_phone': '', 'online_at': '2022-06-11 12:35:55+00:00', 'photos_id': 3541587980713043891, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'DaryaRadchenko', 'id': 834401021, 'access_hash': 1239592246657093333, 'name': 'Darya', 'user_phone': '', 'online_at': '2022-06-11 14:24:24+00:00', 'photos_id': 3583725097400248233, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Prometeia', 'id': 841371508, 'access_hash': -1590944146782479198, 'name': 'Anna Шев', 'user_phone': '', 'online_at': '2022-06-09 17:40:09+00:00', 'photos_id': 3613663111102441389, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'zasobaa', 'id': 869577028, 'access_hash': 8182813430389222625, 'name': 'Anatolii Zasoba', 'user_phone': '', 'online_at': '2022-06-11 14:58:25+00:00', 'photos_id': 3734804897069115308, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'ana_coach', 'id': 888020305, 'access_hash': 3400354642805060594, 'name': 'Анастасия', 'user_phone': '', 'online_at': '2022-06-11 13:11:18+00:00', 'photos_id': 3814018168615184301, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Yulya_Posina', 'id': 925924799, 'access_hash': 7706170780444087815, 'name': 'Yuliya Posina', 'user_phone': '', 'online_at': '2022-06-11 14:57:03+00:00', 'photos_id': 3976816730716612522, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'l_koreneva', 'id': 726671757, 'access_hash': -8232587615979130674, 'name': 'Коренева Лариса', 'user_phone': '', 'online_at': '2022-06-11 13:30:42+00:00', 'photos_id': 3121031431698098091, 'target_groups': 'https://t.me/psyhelp_on'}   User не является взаимным контактом.
{'username': 'silvetta_psycologist', 'id': 742016346, 'access_hash': -8483758861583495425, 'name': 'Сильветта', 'user_phone': '', 'online_at': '2022-06-11 08:07:41+00:00', 'photos_id': 3186935939623659437, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'elena_a_bragina', 'id': 761260389, 'access_hash': -6504721367817890242, 'name': 'Елена', 'user_phone': '', 'online_at': '2022-06-11 14:26:37+00:00', 'photos_id': 3269588474951477162, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'snikitina_coach', 'id': 774786123, 'access_hash': -2573960694600909336, 'name': 'Светлана Никитина Бизнес - коуч (ACC ICF), бизнес - психолог', 'user_phone': '', 'online_at': '2022-06-11 14:45:54+00:00', 'photos_id': 3327681060135872431, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Tim_Gorbanov', 'id': 343395943, 'access_hash': 7655334953772469370, 'name': 'Тимур Горбанов', 'user_phone': '', 'online_at': '2022-06-11 14:55:21+00:00', 'photos_id': 1474874345220319185, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'polovnikovae', 'id': 345900455, 'access_hash': -1443475446362067571, 'name': 'Evgeniya Polovnikova', 'user_phone': '', 'online_at': '2022-06-11 13:04:05+00:00', 'photos_id': 1485631142352758697, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'EllaDutova', 'id': 349938301, 'access_hash': -5732419773400220927, 'name': 'Элла Дутова', 'user_phone': '', 'online_at': '2022-06-11 14:51:39+00:00', 'photos_id': 1502973558869043116, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'OksanaGryzovska', 'id': 354600578, 'access_hash': -867710351135816090, 'name': 'Oksana Gryzovska', 'user_phone': '', 'online_at': '2022-06-11 14:15:48+00:00', 'photos_id': 1522997886108936110, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'lizasolo13', 'id': 375009143, 'access_hash': -6491692132484301224, 'name': 'Елизавета', 'user_phone': '', 'online_at': '2022-06-11 13:59:23+00:00', 'photos_id': 1610652005342226353, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'djoleemp', 'id': 380763155, 'access_hash': -2222280044171120086, 'name': 'Mariia D', 'user_phone': '', 'online_at': '2022-06-11 14:03:09+00:00', 'photos_id': 1635365298703017897, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Aleksandr_Hlyustov', 'id': 383710172, 'access_hash': -7711125221410897658, 'name': 'Александр Хлюстов', 'user_phone': '', 'online_at': '', 'photos_id': 1648022640338773931, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'fridaycoach', 'id': 387575109, 'access_hash': 6251453171618192963, 'name': 'Anastasia Nesmelova', 'user_phone': '', 'online_at': '2022-06-11 13:19:37+00:00', 'photos_id': 1664622418354874282, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'OksanaPotsipukh', 'id': 401056784, 'access_hash': -6630730694070062017, 'name': 'Оксана Поципух', 'user_phone': '', 'online_at': '2022-06-11 14:25:21+00:00', 'photos_id': 1722525771575175083, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'SelenaBykova', 'id': 411547374, 'access_hash': 3482922361154565039, 'name': 'Elena Bykova', 'user_phone': '', 'online_at': '2022-06-11 13:58:53+00:00', 'photos_id': 1767582512540919728, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'sviridovalarisa', 'id': 436145482, 'access_hash': 8405079230261629044, 'name': 'Larisa Sviridova', 'user_phone': '', 'online_at': '2022-06-11 14:01:32+00:00', 'photos_id': 1873230581944395689, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'anna_pareva', 'id': 444048255, 'access_hash': -4463415722945091924, 'name': 'Анна Парьева', 'user_phone': '', 'online_at': '2022-06-11 11:56:37+00:00', 'photos_id': 1907172733527107498, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'valeriya_er', 'id': 102754142, 'access_hash': -8796364256383740584, 'name': 'Валерия Ермакова', 'user_phone': '79235207086', 'online_at': '', 'photos_id': 441325679874779104, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'IrinaGnezdyukova', 'id': 163995887, 'access_hash': 8631999239279316136, 'name': 'Irina Gnezdyukova', 'user_phone': '', 'online_at': '2022-06-11 14:44:40+00:00', 'photos_id': 704356971799751443, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'andmrt', 'id': 200839191, 'access_hash': 8388846223029430147, 'name': 'Andrey Martynov', 'user_phone': '', 'online_at': '2022-06-11 14:31:06+00:00', 'photos_id': 862597757556336560, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Oksana_dzen', 'id': 209628471, 'access_hash': 5849065449813890414, 'name': 'Оксана Шахтарина', 'user_phone': '', 'online_at': '2022-06-11 14:37:42+00:00', 'photos_id': 900347427711723449, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'victoria_artemova', 'id': 225537324, 'access_hash': 8163790503466176968, 'name': 'Wicca', 'user_phone': '', 'online_at': '2022-06-11 13:29:10+00:00', 'photos_id': 968675431063594959, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'anastasia4ernika', 'id': 256030426, 'access_hash': 2807103732867845195, 'name': 'Anastasia Umyarova', 'user_phone': '', 'online_at': '2022-06-11 14:47:39+00:00', 'photos_id': 1099642306907187261, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'soloveva_ann', 'id': 260296259, 'access_hash': 5910508439347142792, 'name': 'Анна Соловьева', 'user_phone': '', 'online_at': '2022-06-11 14:43:16+00:00', 'photos_id': 1117963920132384696, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Cari_rina', 'id': 279641213, 'access_hash': -6404405549551697017, 'name': 'Carina', 'user_phone': '', 'online_at': '2022-06-11 14:36:01+00:00', 'photos_id': 1201049864905009070, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'jula_shkoda', 'id': 297298822, 'access_hash': -8213279808806183588, 'name': 'Юлия Шкода психолог - коуч ICF', 'user_phone': '', 'online_at': '2022-06-11 14:09:31+00:00', 'photos_id': 1276888718085564344, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Alisa_Shapovalova', 'id': 302687469, 'access_hash': -4138510167231164594, 'name': 'Алиса Шаповалова Сургут', 'user_phone': '', 'online_at': '2022-06-10 07:57:04+00:00', 'photos_id': 1300032780720252844, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Kiotann', 'id': 322894781, 'access_hash': 1425302022981192161, 'name': 'Anna', 'user_phone': '', 'online_at': '2022-06-11 06:54:57+00:00', 'photos_id': 1386822524900321202, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'romanova_psy', 'id': 343154325, 'access_hash': 4228483799570057409, 'name': 'Леся Романова', 'user_phone': '', 'online_at': '2022-06-11 13:44:08+00:00', 'photos_id': 1473836603812194222, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'career_psychology', 'id': 896307135, 'access_hash': 1289885102081225232, 'name': 'Jana Ramenskaya', 'user_phone': '', 'online_at': '2022-06-11 11:39:13+00:00', 'photos_id': 3849609832452695977, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Alphaflashhouse', 'id': 964627217, 'access_hash': -6398773557290357351, 'name': 'Эльвира Закирова', 'user_phone': '', 'online_at': '2022-06-11 13:32:52+00:00', 'photos_id': 4143042350302734250, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'b_light_kate', 'id': 969919442, 'access_hash': 4382022775649588827, 'name': 'Kateryna Bakhmutska', 'user_phone': '', 'online_at': '2022-06-09 16:49:30+00:00', 'photos_id': 4165772283600807851, 'target_groups': 'https://t.me/psyhelp_on'}   User не является взаимным контактом.
{'username': 'oksi_bh', 'id': 1264365888, 'access_hash': 4195480378112454663, 'name': 'Oksana', 'user_phone': '', 'online_at': '2022-06-11 14:27:15+00:00', 'photos_id': 5197447149204388423, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'timurbas2', 'id': 1427859939, 'access_hash': -2267147698420602154, 'name': 'Тимур Басаев', 'user_phone': '79028853164', 'online_at': '', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Evgeniy_resourceman', 'id': 1626136860, 'access_hash': 764370477960274091, 'name': 'Евгений Кочетов', 'user_phone': '', 'online_at': '2022-06-11 05:59:11+00:00', 'photos_id': 5280952454583793739, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'nastavnik_ira', 'id': 1726799619, 'access_hash': -8806835130864013420, 'name': 'Ирина', 'user_phone': '', 'online_at': '2022-06-11 09:11:08+00:00', 'photos_id': 5309978620959243570, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'VS310', 'id': 1843328825, 'access_hash': -7141464322606692368, 'name': 'Вера', 'user_phone': '', 'online_at': '2022-06-11 11:43:32+00:00', 'photos_id': 5251586023719286458, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'ChatPsyhology_and_coaching', 'id': 2018603718, 'access_hash': -944251851647174825, 'name': 'Александр Бобровский', 'user_phone': '', 'online_at': '2022-06-10 16:39:02+00:00', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Helgardhel', 'id': 758186688, 'access_hash': 6067919056041852536, 'name': 'Анжелика 🌎 Хелльгрен', 'user_phone': '', 'online_at': '2022-06-11 02:50:36+00:00', 'photos_id': 3256387029678794672, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'ArfaEola', 'id': 308550069, 'access_hash': 7117922671867083065, 'name': 'Natalia', 'user_phone': '', 'online_at': '2022-06-11 14:34:42+00:00', 'photos_id': 1325212455989782441, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Liliapsy', 'id': 230190303, 'access_hash': -492606233394519556, 'name': 'Лиля Коуч Семейный консультант', 'user_phone': '', 'online_at': '2022-06-11 12:56:05+00:00', 'photos_id': 988659823697569709, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'psiholog_pod_rykoi', 'id': 314271299, 'access_hash': -4306117046204462044, 'name': 'Зульфия', 'user_phone': '', 'online_at': '2022-06-11 13:09:48+00:00', 'photos_id': 1349784951732676530, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'galina_psychologist', 'id': 407239148, 'access_hash': -6020353368305430394, 'name': 'Галина Козырицкая', 'user_phone': '', 'online_at': '2022-06-11 14:35:19+00:00', 'photos_id': 1749078822767142828, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'FogelKristina', 'id': 648305233, 'access_hash': 2781324824161819507, 'name': 'Kris Fogel', 'user_phone': '', 'online_at': '2022-06-11 10:48:04+00:00', 'photos_id': 2784449774016898987, 'target_groups': 'https://t.me/psyhelp_on'}   User не является взаимным контактом.
{'username': 'elena_spb_psykt', 'id': 744723273, 'access_hash': -5367420275359777144, 'name': 'Elena Polyakova', 'user_phone': '', 'online_at': '2022-06-11 11:58:27+00:00', 'photos_id': 3198562102561318827, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'kseniamonks', 'id': 1010056853, 'access_hash': 2084326039609005143, 'name': 'Ksenia Monks', 'user_phone': '', 'online_at': '2022-06-11 14:42:04+00:00', 'photos_id': 4338161151191918512, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'tatiyana_kondrashina', 'id': 1142266514, 'access_hash': 124183914290199511, 'name': 'Татьяна Кондрашина', 'user_phone': '', 'online_at': '2022-06-11 11:30:35+00:00', 'photos_id': 5298704868678155311, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Asemi15', 'id': 1202485726, 'access_hash': 6701124693964276034, 'name': 'Che Alena', 'user_phone': '', 'online_at': '2022-06-09 10:10:13+00:00', 'photos_id': 5260443650737944866, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'newborn_kiss', 'id': 1223449346, 'access_hash': -6121475214442065472, 'name': 'Kristina Miloslavskaya', 'user_phone': '', 'online_at': '2022-06-11 09:47:01+00:00', 'photos_id': 5242527929102090662, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'tasy_stasy', 'id': 1280895131, 'access_hash': 4985681958569059853, 'name': 'Tasy', 'user_phone': '', 'online_at': '2022-06-11 12:57:11+00:00', 'photos_id': 5235980552107045001, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'nkaizern', 'id': 1592127571, 'access_hash': 3975623171303903339, 'name': 'LMS', 'user_phone': '', 'online_at': '2022-06-11 13:46:50+00:00', 'photos_id': 5350617086117917834, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'hannamark', 'id': 406043952, 'access_hash': 428664089176594532, 'name': 'Anna Markelova', 'user_phone': '79872620501', 'online_at': '2022-06-11 12:23:28+00:00', 'photos_id': 1743945495034832834, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Producer_IT', 'id': 407424259, 'access_hash': -6120715270277727217, 'name': 'Maria G', 'user_phone': '', 'online_at': '2022-06-11 14:24:48+00:00', 'photos_id': 1749873868458272724, 'target_groups': 'https://t.me/psyhelp_on'}   User не является взаимным контактом.
